,5 Minutes,Lane 1 Flow (Veh/5 Minutes),Lane 1 Speed (mph),Lane 2 Flow (Veh/5 Minutes),Lane 2 Speed (mph),Lane 3 Flow (Veh/5 Minutes),Lane 3 Speed (mph),Flow (Veh/5 Minutes),Speed (mph),# Lane Points,% Observed
0,2017-11-20 00:00:00,5,86.2,14,80.7,16,65.0,35,74.3,3,100
1,2017-11-20 00:05:00,1,83.0,8,83.2,5,78.2,14,81.4,3,100
2,2017-11-20 00:10:00,1,75.0,9,82.4,11,65.4,21,73.1,3,100
3,2017-11-20 00:15:00,3,89.5,12,84.7,8,66.1,23,78.9,3,100
4,2017-11-20 00:20:00,3,90.0,13,84.3,6,62.5,22,79.1,3,100
5,2017-11-20 00:25:00,8,85.0,11,79.2,7,63.8,26,76.8,3,100
6,2017-11-20 00:30:00,2,74.5,7,81.8,6,59.5,15,71.9,3,100
7,2017-11-20 00:35:00,0,74.5,13,81.1,3,58.5,16,76.9,3,100
8,2017-11-20 00:40:00,1,75.0,3,78.0,8,59.2,12,65.2,3,100
9,2017-11-20 00:45:00,5,93.8,11,76.8,10,62.6,26,74.6,3,100
10,2017-11-20 00:50:00,0,93.8,7,80.4,6,60.8,13,71.4,3,100
11,2017-11-20 00:55:00,6,82.4,6,84.0,7,74.6,19,80.0,3,100
12,2017-11-20 01:00:00,0,82.4,6,82.7,1,61.0,7,79.6,3,100
13,2017-11-20 01:05:00,3,81.5,7,78.5,8,65.5,18,73.2,3,100
14,2017-11-20 01:10:00,6,84.8,17,81.3,11,59.0,34,74.7,3,100
15,2017-11-20 01:15:00,3,86.0,4,79.5,1,76.0,8,81.5,3,100
16,2017-11-20 01:20:00,3,83.7,8,79.3,3,67.0,14,77.6,3,100
17,2017-11-20 01:25:00,1,86.0,8,82.0,8,57.8,17,70.8,3,100
18,2017-11-20 01:30:00,1,80.0,6,85.4,2,66.0,9,80.5,3,100
19,2017-11-20 01:35:00,0,80.0,6,83.2,11,60.0,17,68.2,3,100
20,2017-11-20 01:40:00,2,86.0,7,81.2,7,57.6,16,71.5,3,100
21,2017-11-20 01:45:00,2,85.5,7,82.3,8,61.8,17,73.0,3,100
22,2017-11-20 01:50:00,3,83.3,7,84.6,5,58.5,15,75.6,3,100
23,2017-11-20 01:55:00,3,75.0,7,79.2,10,61.4,20,69.7,3,100
24,2017-11-20 02:00:00,2,84.5,7,77.6,11,63.0,20,70.3,3,100
25,2017-11-20 02:05:00,2,85.0,3,84.7,5,56.5,10,70.7,3,100
26,2017-11-20 02:10:00,2,90.0,9,79.2,11,59.4,22,70.3,3,100
27,2017-11-20 02:15:00,1,77.0,3,86.3,7,60.2,11,68.8,3,100
28,2017-11-20 02:20:00,1,95.0,3,82.0,6,66.0,10,73.7,3,100
29,2017-11-20 02:25:00,4,76.5,4,80.7,8,67.7,16,73.2,3,100
30,2017-11-20 02:30:00,1,92.0,4,77.5,7,62.8,12,70.1,3,100
31,2017-11-20 02:35:00,4,80.7,3,82.3,10,59.8,17,68.7,3,100
32,2017-11-20 02:40:00,1,92.0,7,78.0,8,62.2,16,71.0,3,100
33,2017-11-20 02:45:00,2,89.0,1,94.0,5,60.7,8,71.9,3,100
34,2017-11-20 02:50:00,2,78.5,6,84.3,8,58.9,16,70.9,3,100
35,2017-11-20 02:55:00,2,88.0,8,82.3,4,61.5,14,77.2,3,100
36,2017-11-20 03:00:00,5,86.0,3,77.0,9,60.6,17,71.0,3,100
37,2017-11-20 03:05:00,2,97.0,11,84.8,17,60.2,30,71.7,3,100
38,2017-11-20 03:10:00,2,86.0,1,83.0,9,59.0,12,65.5,3,100
39,2017-11-20 03:15:00,1,87.0,4,91.7,11,63.2,16,71.8,3,100
40,2017-11-20 03:20:00,2,92.0,3,81.3,7,64.6,12,73.3,3,100
41,2017-11-20 03:25:00,5,77.8,12,79.3,15,60.5,32,70.3,3,100
42,2017-11-20 03:30:00,1,73.0,10,77.1,9,61.4,20,69.8,3,100
43,2017-11-20 03:35:00,3,89.5,15,82.8,7,62.8,25,78.0,3,100
44,2017-11-20 03:40:00,4,88.5,7,81.1,11,65.2,22,74.5,3,100
45,2017-11-20 03:45:00,6,88.2,11,77.9,12,57.3,29,71.5,3,100
46,2017-11-20 03:50:00,3,89.3,8,78.2,11,58.6,22,69.9,3,100
47,2017-11-20 03:55:00,2,87.5,12,87.3,15,61.7,29,74.1,3,100
48,2017-11-20 04:00:00,3,86.0,12,78.8,10,63.0,25,73.3,3,100
49,2017-11-20 04:05:00,5,88.0,6,80.3,12,60.6,23,71.7,3,100
50,2017-11-20 04:10:00,6,84.0,13,79.6,7,67.7,26,77.4,3,100
51,2017-11-20 04:15:00,8,84.7,15,81.5,12,62.1,35,75.6,3,100
52,2017-11-20 04:20:00,6,87.8,17,83.4,17,60.4,40,74.3,3,100
53,2017-11-20 04:25:00,7,85.8,13,77.0,10,59.4,30,73.2,3,100
54,2017-11-20 04:30:00,3,86.7,12,82.1,13,60.7,28,72.7,3,100
55,2017-11-20 04:35:00,9,81.4,14,75.6,17,59.2,40,69.9,3,100
56,2017-11-20 04:40:00,13,88.6,16,80.4,18,60.0,47,74.9,3,100
57,2017-11-20 04:45:00,12,82.9,13,80.8,25,59.4,50,70.6,3,100
58,2017-11-20 04:50:00,17,83.4,15,79.3,20,63.4,52,74.5,3,100
59,2017-11-20 04:55:00,12,85.3,18,80.8,16,63.0,46,75.8,3,100
60,2017-11-20 05:00:00,16,85.9,21,77.8,22,60.4,59,73.5,3,100
61,2017-11-20 05:05:00,22,86.3,24,81.8,18,60.9,64,77.5,3,100
62,2017-11-20 05:10:00,14,84.9,26,83.1,14,62.7,54,78.3,3,100
