5 Minutes,Lane 1 Flow (Veh/5 Minutes),Lane 1 Speed (mph),Lane 2 Flow (Veh/5 Minutes),Lane 2 Speed (mph),Flow (Veh/5 Minutes),Speed (mph),# Lane Points,% Observed
10/09/2017 0:00,12,69.30,28,64.70,40,66.10,2,0.00
10/09/2017 0:05,12,69.30,27,64.70,39,66.10,2,0.00
10/09/2017 0:10,11,69.30,27,64.70,38,66.10,2,0.00
10/09/2017 0:15,11,69.40,26,64.80,37,66.10,2,0.00
10/09/2017 0:20,13,69.30,28,64.70,41,66.20,2,0.00
10/09/2017 0:25,11,69.40,26,64.80,37,66.20,2,0.00
10/09/2017 0:30,11,69.50,26,64.90,37,66.20,2,0.00
10/09/2017 0:35,7,69.50,22,64.90,29,66.00,2,0.00
10/09/2017 0:40,8,69.40,23,64.80,31,66.00,2,0.00
10/09/2017 0:45,10,69.40,25,64.80,35,66.10,2,0.00
10/09/2017 0:50,11,69.20,27,64.60,38,65.90,2,0.00
10/09/2017 0:55,8,69.00,24,64.40,32,65.50,2,0.00
10/09/2017 1:00,8,69.20,24,64.60,32,65.80,2,0.00
10/09/2017 1:05,8,69.20,24,64.60,32,65.80,2,0.00
10/09/2017 1:10,6,69.20,21,64.60,27,65.60,2,0.00
10/09/2017 1:15,7,69.30,22,64.70,29,65.80,2,0.00
10/09/2017 1:20,6,69.20,21,64.50,27,65.50,2,0.00
10/09/2017 1:25,6,69.20,21,64.60,27,65.70,2,0.00
10/09/2017 1:30,14,69.30,22,64.70,36,66.50,2,0.00
10/09/2017 1:35,5,69.40,20,64.80,25,65.70,2,0.00
10/09/2017 1:40,8,69.30,23,64.70,31,65.90,2,0.00
10/09/2017 1:45,6,69.10,21,64.40,27,65.50,2,0.00
10/09/2017 1:50,7,69.10,22,64.40,29,65.60,2,0.00
10/09/2017 1:55,10,69.00,25,64.40,35,65.70,2,0.00
10/09/2017 2:00,6,69.10,21,64.50,27,65.50,2,0.00
10/09/2017 2:05,5,69.30,21,64.70,26,65.60,2,0.00
10/09/2017 2:10,5,69.30,20,64.70,25,65.70,2,0.00
10/09/2017 2:15,11,69.30,21,64.70,32,66.30,2,0.00
10/09/2017 2:20,6,69.20,22,64.60,28,65.60,2,0.00
10/09/2017 2:25,6,69.30,21,64.70,27,65.70,2,0.00
10/09/2017 2:30,7,69.30,22,64.70,29,65.80,2,0.00
10/09/2017 2:35,9,69.30,24,64.70,33,66.00,2,0.00
10/09/2017 2:40,9,69.30,24,64.70,33,66.00,2,0.00
10/09/2017 2:45,9,69.20,24,64.60,33,65.80,2,0.00
10/09/2017 2:50,9,69.30,25,64.70,34,65.90,2,0.00
10/09/2017 2:55,6,69.40,21,64.80,27,65.80,2,0.00
10/09/2017 3:00,9,69.40,25,64.80,34,66.10,2,0.00
