5 Minutes,Lane 1 Flow (Veh/5 Minutes),Lane 1 Speed (mph),Lane 2 Flow (Veh/5 Minutes),Lane 2 Speed (mph),Lane 3 Flow (Veh/5 Minutes),Lane 3 Speed (mph),Flow (Veh/5 Minutes),Speed (mph),# Lane Points,% Observed
11/20/2017 0:00,12,71.90,17,69.70,7,62.70,36,69.10,3,100.00
11/20/2017 0:05,17,72.10,16,70.00,6,62.90,39,69.80,3,100.00
11/20/2017 0:10,9,72.10,19,69.60,6,62.80,34,69.10,3,100.00
11/20/2017 0:15,16,72.30,15,69.50,4,62.60,35,70.00,3,100.00
11/20/2017 0:20,4,72.20,12,69.70,2,62.70,18,69.50,3,100.00
11/20/2017 0:25,12,72.30,16,69.90,5,62.70,33,69.70,3,100.00
11/20/2017 0:30,9,72.20,12,69.90,3,62.60,24,69.80,3,100.00
11/20/2017 0:35,11,72.20,8,69.80,2,62.60,21,70.40,3,100.00
11/20/2017 0:40,16,72.00,10,69.80,2,62.80,28,70.60,3,100.00
11/20/2017 0:45,5,71.90,9,69.70,2,62.70,16,69.50,3,100.00
11/20/2017 0:50,5,71.80,7,69.80,4,62.60,16,68.60,3,100.00
11/20/2017 0:55,9,71.30,11,69.80,3,62.60,23,69.40,3,100.00
11/20/2017 1:00,8,71.70,7,70.10,0,62.60,15,71.00,3,100.00
11/20/2017 1:05,8,71.80,8,68.70,4,62.70,20,68.70,3,100.00
11/20/2017 1:10,6,71.80,6,69.20,1,62.80,13,69.90,3,100.00
11/20/2017 1:15,11,71.20,12,69.60,2,62.80,25,69.80,3,100.00
11/20/2017 1:20,3,71.70,5,69.70,2,62.80,10,68.90,3,100.00
11/20/2017 1:25,6,71.70,6,69.80,1,62.80,13,70.10,3,100.00
11/20/2017 1:30,5,71.80,3,69.80,1,62.50,9,70.10,3,100.00
11/20/2017 1:35,5,72.00,3,69.80,1,62.50,9,70.20,3,100.00
11/20/2017 1:40,7,72.10,4,69.10,3,62.70,14,69.20,3,100.00
11/20/2017 1:45,4,72.10,6,69.30,6,61.90,16,67.20,3,100.00
11/20/2017 1:50,6,72.10,8,69.50,2,62.40,16,69.60,3,100.00
11/20/2017 1:55,8,71.10,8,69.40,2,62.60,18,69.40,3,100.00
11/20/2017 2:00,6,71.70,5,69.50,1,62.80,12,70.00,3,100.00
11/20/2017 2:05,10,71.40,5,69.20,2,63.00,17,69.80,3,100.00
11/20/2017 2:10,5,71.70,5,69.50,1,62.80,11,69.90,3,100.00
11/20/2017 2:15,2,71.90,11,69.20,2,62.80,15,68.70,3,100.00
11/20/2017 2:20,5,72.00,11,69.60,1,62.80,17,69.90,3,100.00
11/20/2017 2:25,3,71.50,3,69.70,2,62.80,8,68.70,3,100.00
11/20/2017 2:30,6,71.60,7,69.60,2,62.80,15,69.50,3,100.00
11/20/2017 2:35,9,72.00,7,69.70,5,62.60,21,69.00,3,100.00
11/20/2017 2:40,2,72.10,10,69.20,4,62.60,16,67.90,3,100.00
11/20/2017 2:45,9,72.20,9,69.50,1,62.50,19,70.40,3,100.00
11/20/2017 2:50,6,72.10,14,69.50,8,62.60,28,68.10,3,100.00
11/20/2017 2:55,11,71.90,10,69.40,10,62.80,31,68.20,3,100.00
11/20/2017 3:00,8,71.60,11,69.60,2,62.80,21,69.70,3,100.00
11/20/2017 3:05,6,71.10,13,69.30,7,62.60,26,67.90,3,100.00
11/20/2017 3:10,6,71.50,11,69.50,5,62.60,22,68.50,3,100.00
11/20/2017 3:15,5,71.90,16,69.60,2,62.80,23,69.50,3,100.00
11/20/2017 3:20,9,71.00,15,69.90,10,63.00,34,68.20,3,100.00
11/20/2017 3:25,7,71.60,11,69.90,7,62.70,25,68.40,3,100.00
11/20/2017 3:30,11,72.00,15,70.00,8,62.80,34,69.00,3,100.00
11/20/2017 3:35,7,72.10,13,69.50,9,62.90,29,68.10,3,100.00
