5 Minutes,Lane 1 Flow (Veh/5 Minutes),Lane 1 Speed (mph),Lane 2 Flow (Veh/5 Minutes),Lane 2 Speed (mph),Lane 3 Flow (Veh/5 Minutes),Lane 3 Speed (mph),Flow (Veh/5 Minutes),Speed (mph),# Lane Points,% Observed
12/25/2017 0:00,11,71.90,13,69.70,5,62.70,29,69.30,3,100.00
12/25/2017 0:05,18,72.20,21,69.70,9,62.70,48,69.30,3,100.00
12/25/2017 0:10,12,71.50,20,69.80,8,62.80,40,68.90,3,100.00
12/25/2017 0:15,14,71.60,23,68.50,7,62.60,44,68.50,3,100.00
12/25/2017 0:20,9,71.80,17,69.10,3,62.70,29,69.30,3,100.00
12/25/2017 0:25,15,72.10,17,69.40,3,62.70,35,70.00,3,100.00
12/25/2017 0:30,9,72.20,17,69.60,8,62.50,34,68.60,3,100.00
12/25/2017 0:35,7,71.80,15,69.80,5,62.70,27,69.00,3,100.00
12/25/2017 0:40,8,71.90,12,69.80,3,62.50,23,69.60,3,100.00
12/25/2017 0:45,10,72.10,15,69.90,3,62.50,28,69.90,3,100.00
12/25/2017 0:50,17,72.20,16,69.80,8,62.60,41,69.40,3,100.00
12/25/2017 0:55,11,72.00,11,69.90,1,62.70,23,70.60,3,100.00
12/25/2017 1:00,6,71.90,12,69.90,6,62.80,24,68.60,3,100.00
12/25/2017 1:05,6,72.10,10,69.80,2,62.80,18,69.80,3,100.00
12/25/2017 1:10,8,72.20,10,69.80,2,62.60,20,70.00,3,100.00
12/25/2017 1:15,11,72.20,12,69.80,5,62.60,28,69.50,3,100.00
12/25/2017 1:20,9,72.00,6,69.80,3,62.60,18,69.70,3,100.00
12/25/2017 1:25,8,72.10,5,69.80,3,62.70,16,69.60,3,100.00
12/25/2017 1:30,3,71.90,9,69.90,4,62.60,16,68.50,3,100.00
12/25/2017 1:35,10,71.50,7,69.90,1,62.80,18,70.40,3,100.00
12/25/2017 1:40,6,71.90,12,69.60,1,62.80,19,70.00,3,100.00
12/25/2017 1:45,5,72.00,5,69.80,6,62.70,16,67.80,3,100.00
12/25/2017 1:50,5,72.00,4,69.80,4,62.60,13,68.40,3,100.00
12/25/2017 1:55,8,72.20,11,69.70,2,62.70,21,70.00,3,100.00
12/25/2017 2:00,4,72.40,10,69.70,0,62.70,14,70.50,3,100.00
12/25/2017 2:05,9,72.30,14,69.80,2,62.60,25,70.10,3,100.00
12/25/2017 2:10,6,72.20,7,69.90,0,62.60,13,71.00,3,100.00
12/25/2017 2:15,6,72.30,6,69.80,2,62.60,14,69.80,3,100.00
12/25/2017 2:20,3,72.30,1,69.80,2,62.60,6,68.60,3,100.00
12/25/2017 2:25,6,72.20,9,69.80,2,62.80,17,69.80,3,100.00
12/25/2017 2:30,3,72.30,5,69.80,3,62.90,11,68.60,3,100.00
12/25/2017 2:35,8,72.40,4,69.80,2,62.80,14,70.30,3,100.00
12/25/2017 2:40,1,72.20,4,69.90,3,62.80,8,67.50,3,100.00
12/25/2017 2:45,4,72.20,7,69.90,3,62.70,14,69.00,3,100.00
12/25/2017 2:50,4,72.30,8,69.90,0,62.70,12,70.70,3,100.00
12/25/2017 2:55,4,72.40,8,70.00,1,62.70,13,70.20,3,100.00
12/25/2017 3:00,2,72.10,5,70.00,0,62.70,7,70.60,3,100.00
12/25/2017 3:05,0,72.10,7,69.80,6,62.80,13,66.60,3,100.00
12/25/2017 3:10,6,71.90,4,69.90,4,62.80,14,68.70,3,100.00
12/25/2017 3:15,5,71.80,6,69.90,0,62.80,11,70.80,3,100.00
12/25/2017 3:20,4,71.80,4,69.80,2,62.60,10,69.20,3,100.00
12/25/2017 3:25,4,72.00,2,69.80,4,62.60,10,67.80,3,100.00
12/25/2017 3:30,2,72.00,6,69.70,2,62.80,10,68.80,3,100.00
12/25/2017 3:35,5,72.00,5,69.70,1,62.60,11,70.10,3,100.00
12/25/2017 3:40,7,71.90,7,69.80,1,62.60,15,70.30,3,100.00
12/25/2017 3:45,6,71.90,8,69.80,1,62.80,15,70.20,3,100.00
12/25/2017 3:50,3,71.90,6,69.80,2,62.90,11,69.10,3,100.00
12/25/2017 3:55,4,71.90,6,69.80,0,62.90,10,70.60,3,100.00
12/25/2017 4:00,2,72.00,4,69.70,4,62.80,10,67.40,3,100.00
12/25/2017 4:05,8,72.10,7,69.70,3,62.80,18,69.60,3,100.00
12/25/2017 4:10,2,72.10,4,69.70,1,62.90,7,69.40,3,100.00
12/25/2017 4:15,5,72.10,8,69.50,5,62.70,18,68.30,3,100.00
12/25/2017 4:20,4,72.00,10,69.70,7,62.50,21,67.70,3,100.00
12/25/2017 4:25,6,72.20,12,69.90,5,62.60,23,68.90,3,100.00
12/25/2017 4:30,9,72.20,7,69.90,1,62.70,17,70.70,3,100.00
12/25/2017 4:35,4,72.10,11,69.80,2,62.60,17,69.50,3,100.00
12/25/2017 4:40,9,72.20,9,69.90,3,62.60,21,69.80,3,100.00
12/25/2017 4:45,5,72.00,5,69.80,2,62.70,12,69.50,3,100.00
12/25/2017 4:50,6,72.10,10,69.80,3,62.70,19,69.40,3,100.00
12/25/2017 4:55,7,72.00,11,69.80,1,62.80,19,70.20,3,100.00
12/25/2017 5:00,3,72.00,12,69.90,4,62.70,19,68.70,3,100.00
12/25/2017 5:05,5,71.70,8,69.80,2,62.70,15,69.50,3,100.00
12/25/2017 5:10,3,71.90,7,69.70,2,62.80,12,69.10,3,100.00
12/25/2017 5:15,5,72.00,7,69.80,4,62.50,16,68.70,3,100.00
12/25/2017 5:20,7,71.70,9,69.80,3,62.40,19,69.30,3,100.00
12/25/2017 5:25,6,71.90,14,70.00,1,62.70,21,70.20,3,100.00
12/25/2017 5:30,7,70.90,11,69.90,8,62.90,26,68.00,3,100.00
12/25/2017 5:35,6,71.10,11,69.90,3,62.70,20,69.20,3,100.00
12/25/2017 5:40,6,71.70,15,69.80,2,62.80,23,69.70,3,100.00
12/25/2017 5:45,3,71.90,15,69.90,6,62.70,24,68.40,3,100.00
12/25/2017 5:50,7,72.00,20,70.10,8,62.60,35,68.80,3,100.00
12/25/2017 5:55,8,71.80,8,69.80,6,62.70,22,68.60,3,100.00
12/25/2017 6:00,8,71.90,16,70.10,3,62.70,27,69.80,3,100.00
12/25/2017 6:05,4,71.90,12,70.10,2,62.60,18,69.70,3,100.00
12/25/2017 6:10,8,71.20,12,70.10,3,62.80,23,69.50,3,100.00
12/25/2017 6:15,7,71.60,11,70.10,4,62.70,22,69.20,3,100.00
12/25/2017 6:20,6,71.90,12,70.00,7,62.80,25,68.40,3,100.00
12/25/2017 6:25,7,71.80,10,70.00,6,62.70,23,68.60,3,100.00
12/25/2017 6:30,7,71.90,9,70.00,7,62.50,23,68.30,3,100.00
12/25/2017 6:35,8,71.90,11,70.10,6,62.60,25,68.90,3,100.00
12/25/2017 6:40,9,71.70,14,70.00,5,62.60,28,69.20,3,100.00
12/25/2017 6:45,14,72.10,14,70.00,6,62.60,34,69.60,3,100.00
12/25/2017 6:50,10,72.00,19,70.00,5,62.60,34,69.50,3,100.00
12/25/2017 6:55,10,72.20,21,70.10,8,62.60,39,69.10,3,100.00
12/25/2017 7:00,11,72.40,13,69.70,5,62.50,29,69.50,3,100.00
12/25/2017 7:05,14,72.10,22,69.40,8,62.70,44,69.00,3,100.00
