5 Minutes,Lane 1 Flow (Veh/5 Minutes),Lane 1 Speed (mph),Lane 2 Flow (Veh/5 Minutes),Lane 2 Speed (mph),Lane 3 Flow (Veh/5 Minutes),Lane 3 Speed (mph),Flow (Veh/5 Minutes),Speed (mph),# Lane Points,% Observed
11/27/2017 0:00,13,71.90,10,69.70,1,62.70,24,70.60,3,100.00
11/27/2017 0:05,9,71.50,17,69.20,5,62.40,31,68.80,3,100.00
11/27/2017 0:10,11,70.90,18,68.50,1,62.50,30,69.20,3,100.00
11/27/2017 0:15,5,71.20,21,66.40,8,62.10,34,66.10,3,100.00
11/27/2017 0:20,9,71.20,23,65.80,6,62.20,38,66.50,3,100.00
11/27/2017 0:25,4,71.50,25,63.70,2,62.30,31,64.60,3,100.00
11/27/2017 0:30,6,71.40,17,65.70,7,62.40,30,66.10,3,100.00
11/27/2017 0:35,6,71.50,18,66.60,1,62.50,25,67.60,3,100.00
11/27/2017 0:40,12,66.70,20,67.10,5,62.30,37,66.30,3,100.00
11/27/2017 0:45,8,68.90,19,66.00,2,62.40,29,66.60,3,100.00
11/27/2017 0:50,6,70.10,16,67.00,4,62.30,26,67.00,3,100.00
11/27/2017 0:55,4,70.80,18,67.30,5,62.40,27,66.90,3,100.00
11/27/2017 1:00,4,71.20,11,68.10,4,62.50,19,67.60,3,100.00
11/27/2017 1:05,9,71.20,17,68.30,1,62.40,27,69.00,3,100.00
11/27/2017 1:10,8,70.40,15,68.30,4,62.20,27,68.00,3,100.00
11/27/2017 1:15,6,70.70,12,67.70,2,62.30,20,68.10,3,100.00
11/27/2017 1:20,7,71.00,15,67.40,3,62.30,25,67.80,3,100.00
11/27/2017 1:25,11,70.90,20,67.50,6,62.40,37,67.70,3,100.00
11/27/2017 1:30,10,71.10,12,66.00,5,62.50,27,67.20,3,100.00
11/27/2017 1:35,8,71.20,17,67.20,9,62.20,34,66.80,3,100.00
11/27/2017 1:40,3,71.60,11,68.20,6,62.30,20,66.90,3,100.00
11/27/2017 1:45,5,71.60,11,68.90,2,62.20,18,68.90,3,100.00
11/27/2017 1:50,5,71.70,15,68.40,3,62.40,23,68.30,3,100.00
11/27/2017 1:55,6,71.60,10,69.10,0,62.40,16,70.00,3,100.00
11/27/2017 2:00,10,71.10,14,69.40,4,62.50,28,69.00,3,100.00
11/27/2017 2:05,8,71.50,7,69.50,1,62.30,16,70.00,3,100.00
11/27/2017 2:10,7,71.10,7,69.50,4,62.40,18,68.50,3,100.00
11/27/2017 2:15,7,71.50,8,69.60,0,62.40,15,70.50,3,100.00
11/27/2017 2:20,5,71.70,14,68.70,2,62.30,21,68.80,3,100.00
11/27/2017 2:25,3,72.00,12,68.00,4,62.40,19,67.50,3,100.00
11/27/2017 2:30,5,71.20,7,69.00,7,62.50,19,67.20,3,100.00
11/27/2017 2:35,5,71.60,11,68.90,6,62.40,22,67.70,3,100.00
11/27/2017 2:40,13,70.70,14,69.20,3,62.50,30,69.20,3,100.00
11/27/2017 2:45,5,71.30,15,69.40,8,62.60,28,67.80,3,100.00
11/27/2017 2:50,4,71.70,12,69.60,2,62.50,18,69.30,3,100.00
11/27/2017 2:55,11,71.90,12,69.20,5,62.50,28,69.10,3,100.00
11/27/2017 3:00,7,71.90,9,69.40,4,62.50,20,68.90,3,100.00
11/27/2017 3:05,8,71.70,15,69.40,8,62.50,31,68.20,3,100.00
11/27/2017 3:10,8,71.50,14,68.60,6,62.50,28,68.10,3,100.00
11/27/2017 3:15,6,71.60,13,68.20,4,62.70,23,68.10,3,100.00
11/27/2017 3:20,7,71.60,15,68.50,6,62.40,28,68.00,3,100.00
11/27/2017 3:25,8,71.50,15,68.70,9,62.30,32,67.60,3,100.00
11/27/2017 3:30,4,71.70,12,68.10,7,62.30,23,67.00,3,100.00
11/27/2017 3:35,3,71.80,19,67.90,8,62.10,30,66.70,3,100.00
11/27/2017 3:40,9,71.80,21,68.10,8,61.90,38,67.70,3,100.00
11/27/2017 3:45,8,71.30,24,65.90,9,62.10,41,66.10,3,100.00
11/27/2017 3:50,9,71.50,22,67.70,11,62.30,42,67.10,3,100.00
11/27/2017 3:55,8,71.90,23,67.80,22,61.80,53,65.90,3,100.00
11/27/2017 4:00,12,71.00,19,68.80,10,61.80,41,67.70,3,100.00
11/27/2017 4:05,4,71.50,29,68.40,16,62.10,49,66.60,3,100.00
11/27/2017 4:10,9,71.20,27,69.10,12,62.00,48,67.70,3,100.00
11/27/2017 4:15,2,71.50,26,68.10,12,62.20,40,66.50,3,100.00
11/27/2017 4:20,9,70.90,37,69.10,32,61.70,78,66.30,3,100.00
11/27/2017 4:25,15,68.70,33,68.30,25,61.50,73,66.10,3,100.00
11/27/2017 4:30,13,69.70,42,68.30,27,61.70,82,66.30,3,100.00
11/27/2017 4:35,22,69.80,38,69.10,45,61.20,105,65.90,3,100.00
11/27/2017 4:40,21,71.20,45,69.10,30,60.90,96,67.00,3,100.00
11/27/2017 4:45,21,71.80,58,71.00,67,59.50,146,65.80,3,100.00
11/27/2017 4:50,30,70.50,57,70.90,44,58.70,131,66.70,3,100.00
11/27/2017 4:55,28,69.60,54,68.40,59,57.80,141,64.20,3,100.00
11/27/2017 5:00,18,70.50,53,69.60,55,60.00,126,65.50,3,100.00
11/27/2017 5:05,29,65.60,56,68.60,56,59.90,141,64.50,3,100.00
11/27/2017 5:10,26,67.90,42,65.80,63,58.90,131,62.90,3,100.00
11/27/2017 5:15,30,71.50,55,69.00,73,60.90,158,65.70,3,100.00
11/27/2017 5:20,25,72.70,57,70.10,70,60.30,152,66.00,3,100.00
11/27/2017 5:25,28,69.80,57,65.70,72,60.10,157,63.90,3,100.00
11/27/2017 5:30,32,66.20,62,68.30,86,60.10,180,64.00,3,100.00
11/27/2017 5:35,25,69.90,65,69.20,105,60.20,195,64.40,3,100.00
11/27/2017 5:40,36,68.90,65,69.90,90,60.20,191,65.10,3,100.00
11/27/2017 5:45,44,71.00,56,68.70,85,60.30,185,65.40,3,100.00
11/27/2017 5:50,48,70.60,60,69.50,96,60.40,204,65.50,3,100.00
